,Chhudaina Timro Mayale,Chudaina,Gurans Fulyo,Pahilo Junima,Parelima,Yo Mann Ta Mero Nepali Ho,Hindda Hinddai,Timi Bhayera,Abhimaan,Bachau,Khaseka Tara,Timi Bhane,Resham,Ghin Ghin Madal(Panche Baja),Ma Yesto Geet Gaunchhu-Duet,Harek Saas Sita,Khaali,Khula Aakash,Muskuraye,Sa Re Ga Ma Pa,Sabai Thikai Huncha,Tana Mann Bachanle,Aashish,Asaar,Deorali Darah,Junkeri,Neela Akash,Ram Sailee-Ode To My Father,WildFire(Dadhelo),Man Magan,Wora Para,Gajalu Ti Thula Thula,Timilai Ma Ke Bhanu,Baneko Chha Paharale,Bhok Lagyo,Ma Kasari Bhanu,Mero Topi,Nepali Nepalko,Chyangba Hai Chyangba,Ma Bhakta Hu Yo Desh,Kaha Hola Ghar,Dekhe Pachhi,Harsha Ko Geet,Aankhama,Raat Bityo,Sanjha Pakha,Timile Herda,Yaad Sanchi Samjhana,Yo Samjhine Maan Chha,Aanshu Ra Suskera Ka,Dharti Ko Chhati,Ghamma Pani Maya,Him Shrinkhalama,Nepali Hami,Sunsan Prakirti Ko,Timile Diyeka,Timile Jatinai Maya,Yo Chhoto Jeevan Ma,Hamro Nepalma,Hitaiko Maya,Kholai Khola,Saajha Ma Aunu (Maya ko Chino),Yesto Pani Hundo Raichha,Lekhideu Timro Nam,Aagya - Official,Bhumari,Daagbatti,Hey Bhagwan,Soch,Sagarsari Chokho Maya,Timilai Dekhera,Bigrau Jasto Lagchha,Bistarai,Pani Paryo,Timra Dui Aankhama,Akorinchhu,Daya Baya,Kahan Dekhi Kahan Samma,Malai Angali Deu,Paisa,Samarpan,Samjhanchu,Bujhideu,Chaar Dewar,Hera Na,Thamana Haat,Maya Meri Maya,Suna Suna Sundari (From Nango Gaun),Aansu Ko Artha,Fewa Talma Saili,Fulai Fula Dinchhau ki - Remake Version,Mangali,Nabheti Nabheti,Pilayo Sathile,Dashain Tihar,Kasham Ho Kasham,Pheri Tyo Din,Runna Bhanthe,Timi Royeko Pal,Chumera Sugandhi Phool,Je Chhau Timi,Kasari Bhanu,Timro Aankha,Bhanchhan Lognemanchhe,Jaba Sandhya Hunchha
Neela Akash,0.9663602759719202,0.9626890659256188,0.9830910927621169,0.954488586725192,0.9579914147742093,0.9593119626632154,0.978924612431035,0.9620700265495894,0.9576304560288069,0.9598262642463951,0.9719823935130739,0.9629922930048344,0.9687467441094861,0.9610642748242646,0.9634996182049295,0.9768891643373595,0.9591910061319917,0.9485149388958029,0.9617120513620747,0.9807647514078831,0.9301742384180683,0.922494820460298,0.9978634096897123,0.9896812725611227,0.9964421025004282,0.989896055405214,1.0,0.9946553419346762,0.9961484623654596,0.9730349254794807,0.9825276181209966,0.9849079541311,0.9839463687238781,0.947860716843048,0.9075035597185991,0.9637159241697056,0.9502632655182454,0.9663188579818115,0.955896507275209,0.9477285908060625,0.981723727211258,0.9629513393711726,0.9706140621522444,0.982191321201676,0.9848214832860248,0.9880366551117352,0.984136016626567,0.9730781256851967,0.9712301839498476,0.9743566033115949,0.9761339028112768,0.967981473352215,0.9658199938622524,0.9566342641743814,0.9828552817746201,0.9745310388550256,0.9706360420844998,0.9649612970656992,0.9840261921007989,0.9786217920240372,0.9818470339052905,0.9876808381832103,0.9911053030386794,0.963806373413594,0.9590062936707933,0.9777838035056422,0.9833814248998439,0.9846132359159522,0.9707202902242051,0.9755868012130506,0.9805610866742832,0.9721627229061928,0.9711862328805593,0.9726422944368374,0.9794995531048277,0.9644430476835458,0.9751727146002999,0.9758879617688727,0.9470218876782137,0.9765521083779277,0.9908624505216113,0.9871512792726043,0.9776076151307199,0.9647066815668608,0.9775867502087316,0.9499183456523531,0.9810612555875196,0.9847953919656103,0.9843756989253778,0.971621879516881,0.980031100315653,0.9826058903441003,0.9791587192968768,0.9396588559768463,0.9639860852378414,0.9806520001514636,0.9331079080404525,0.9476519707148409,0.9674434497011539,0.9847199223017427,0.9907553114897364,0.9818150649263137,0.9916623272629408,0.9747791999895825,0.958239864561181
Ram Sailee-Ode To My Father,0.9765965606397794,0.9744178932126467,0.9835897597392858,0.9666953551230593,0.9674415385251816,0.9693554900862248,0.9864292235616925,0.9758215566254808,0.9646551843534803,0.9736569175571149,0.9795319635026829,0.9739885445851078,0.9820166368763819,0.9785339118560727,0.9794337165625119,0.9818503352545361,0.9669477082849621,0.9553681000494363,0.9692181030952981,0.982373670248019,0.9473502994247573,0.9363507628720272,0.9969907338175966,0.989733419690969,0.9960258719889226,0.9966028044404889,0.9946553419346762,1.0000000000000002,0.9976382537039636,0.9838883841269561,0.9793614912741767,0.9887340047806354,0.9863087491410922,0.9475368353697385,0.9190118676765618,0.9659056893999568,0.957975374543146,0.9731035764413114,0.9555460982672705,0.9612553258820862,0.9890116941475879,0.9683888085072807,0.9732081200727316,0.9776770461511843,0.9842407048823375,0.9891052448235582,0.9828841586638577,0.9820982149409542,0.9783996021807104,0.9742303317733563,0.9638778377249765,0.9680734933452625,0.971868179823205,0.9581588521851606,0.9808823824902064,0.9672551045488247,0.9719345414030865,0.9634858377477207,0.9940874775198645,0.990804636676082,0.9927641006698037,0.9943398043798899,0.9927110540084474,0.9706019057448652,0.9560259314711893,0.9725509539260594,0.9783574582466015,0.9806746429798671,0.967591767268237,0.9871090852418095,0.986983087041224,0.9834541069135703,0.9885777187500111,0.9833074505545109,0.9886220978443625,0.9732778183418218,0.9785101044850839,0.9782948721527936,0.9633523258684685,0.9841411925752223,0.9879726684154606,0.9891100772993648,0.9825230050716999,0.9653746845515055,0.985880616152116,0.9666689630924467,0.975474024356021,0.9900427193003047,0.9916838041233927,0.9844063840724031,0.9908540338059643,0.9916327333415977,0.9877101606706435,0.9622562546441304,0.9797524425756154,0.9889211247730861,0.94957816028475,0.9654493403462647,0.9798448154354082,0.9802716583908233,0.9981472659893703,0.9894839254785789,0.9905211734235744,0.9811062722890866,0.9742876743325305
WildFire(Dadhelo),0.9751092321609911,0.9715857224031397,0.9842540635937626,0.9637602068916213,0.9672024514688576,0.9681378988094403,0.9849706962806388,0.9699794497015413,0.9597098816396807,0.9659933130972637,0.9751677344014561,0.9662435405892689,0.9754725465031785,0.9711803491584318,0.9710545437704161,0.9761622257536134,0.9605755031474073,0.9491529662231815,0.9599471541624085,0.9776187930640851,0.935784268721666,0.9276478203757371,0.9976985894440549,0.9858620382175197,0.9962026707378748,0.9959901984720261,0.9961484623654596,0.9976382537039636,1.0,0.9783596228014166,0.9814026438739857,0.9898641562858961,0.9854568426251925,0.9504710485375469,0.9111236665631333,0.9621324866927813,0.9560236876981298,0.9696627565820981,0.9552308603108818,0.9573460361254843,0.9876871027632033,0.971303773816405,0.9703374006199074,0.9770786556268954,0.981626937000984,0.9855608751390185,0.9768729556824723,0.978590710944037,0.9748672125250487,0.9709282446455249,0.965593086964953,0.9673574984205892,0.965808184453091,0.9570798572315485,0.9794885236250557,0.9677221815578773,0.9687383004429958,0.9616387069366904,0.9905486994897197,0.9847768625320492,0.9898662708968408,0.9916806755524546,0.9901814811618865,0.9659008647805072,0.9564629373394754,0.9737818574177999,0.9793499465988843,0.9815579943140615,0.9670943941882904,0.9815207612406143,0.9845057382596183,0.9741846067678994,0.980590580211186,0.9814149718697476,0.9867040694492786,0.9677660039764316,0.9779445139315092,0.9763526967715934,0.9584677371462688,0.9833631911246067,0.9902061119792193,0.9878879652322565,0.982283703174056,0.9676869439058977,0.977921251015137,0.9621989085324362,0.972597796372456,0.9856569269270833,0.9897175303097264,0.9772281832852092,0.9851702050657973,0.9833944111772734,0.9786260811258553,0.9510618985536917,0.9735821523101071,0.9862645410758764,0.941792553727433,0.9583428828742687,0.9755373792206312,0.9790323407171924,0.995073932965792,0.989869608484469,0.9921130936778041,0.9748568545495622,0.9701276615265569
Man Magan,0.9797172971138505,0.9782843423324987,0.9787016199173064,0.980512343826734,0.9658319731702483,0.9847578910541838,0.9877714985647157,0.9886246780439973,0.9758764077488301,0.9906987674238739,0.9923036875849567,0.989725507783652,0.9940701821726787,0.9939330540793079,0.9886825609936528,0.9875550734278754,0.9810575848774659,0.9770150514454231,0.9712061638697127,0.9788022851981409,0.9627724748857633,0.9497958822705667,0.9798690229847873,0.9813007722378138,0.9861655535998081,0.9799927146665504,0.9730349254794807,0.9838883841269561,0.9783596228014166,1.0000000000000004,0.9818800768873824,0.9787339226557235,0.9812132533259171,0.9466381560086424,0.9494256347619118,0.9726858825502362,0.96400333258728,0.9798244163857647,0.9727942918849816,0.9677714831071622,0.9943699671322193,0.9745665191093845,0.9887231739309335,0.9822858375807502,0.9851185361858147,0.9872372296981023,0.9672376745556436,0.9867720714187259,0.9768192769348171,0.9791693240491403,0.9492948957224299,0.9831508852397118,0.9838262099543975,0.9554542356591985,0.9793885378722755,0.9639793189021786,0.984491540426122,0.9780294566114563,0.9822059817291102,0.9949875720752204,0.9904748538860624,0.9773884483311732,0.9750099166432725,0.9896734148960898,0.9777503917477003,0.9826358600323548,0.9811910044523937,0.9837457515822433,0.982856117923367,0.9867669805516631,0.9828110144936014,0.9743365652933377,0.9869861994014101,0.9855120507361101,0.9879730690634015,0.988350430904225,0.9847520177305724,0.9807941949005748,0.9649487598864807,0.9895815301426446,0.985081565878889,0.9872789957203567,0.988309111086234,0.9734707784081245,0.985952438491084,0.9855918206702643,0.9605578092454679,0.9907224460849167,0.9909866326077353,0.9903810783240985,0.9899616306329683,0.9915682744078541,0.9750898651041469,0.9784076239113,0.9867822991802957,0.9897098793947818,0.9567957532050694,0.979255992969149,0.9892915125473813,0.9811026533137285,0.9899797334292275,0.9852357691505721,0.9742224107746124,0.9828963103458124,0.9822350506231666
Wora Para,0.9700958327848822,0.9632741751561016,0.9769201611655861,0.9559761865791554,0.9597444264193817,0.9674322768550865,0.9775901299549496,0.9754834199599237,0.9494596647550374,0.9586817896796176,0.9747082064381773,0.9641628588559189,0.9688125333577512,0.9698544094323439,0.9645011747210853,0.9727888276115919,0.9622788828617017,0.9545985049013609,0.9494485540921079,0.9691478762212782,0.9211799902616572,0.9265566540723683,0.9813812593457687,0.9750075758606402,0.9894192347864583,0.9732869784554233,0.9825276181209966,0.9793614912741767,0.9814026438739857,0.9818800768873824,0.9999999999999999,0.980623167068414,0.9727412212401798,0.975440376083826,0.911247528974698,0.9703391695778838,0.9699634117795993,0.9714376345046158,0.9676439039123353,0.9540679853948197,0.9827927369759114,0.9708126037736025,0.9752458838356594,0.9827543713583251,0.9825493072289775,0.978656346750959,0.959925666687734,0.9736352118492481,0.9594131611293113,0.9645686500356759,0.9610413774037566,0.9822379942955362,0.9596698603834605,0.9626391338563832,0.976851435395067,0.9712803754610673,0.9710623355857557,0.9646961504271365,0.971264380379989,0.9729884728510235,0.9799495399573458,0.9663455928810962,0.970639287519772,0.966856282438179,0.9778906410783352,0.9862452398985224,0.9873622215367932,0.989971081843926,0.9846685814061391,0.9641470644175638,0.9749630868406854,0.9412371093227858,0.9558095617714178,0.9795308008996094,0.9828882559492971,0.9694060705241576,0.9762380190739783,0.9671897878186225,0.9348010786794873,0.9829612645547975,0.9877844086060034,0.9786319082982511,0.9930738746949184,0.984551301278121,0.9654478783901399,0.971822799597117,0.9654483311777845,0.9769405328073532,0.9808477536261901,0.9721866798883838,0.9781098181150263,0.9725021352565776,0.9501271098894537,0.9399377977986085,0.9674381609989922,0.9798287316321145,0.9188067953170233,0.9496001922309214,0.9743377478745864,0.9882937341311925,0.98474177963991,0.9858783423434199,0.9873527375116332,0.9544826298153217,0.9596464541759752
Gajalu Ti Thula Thula,0.9920465610266637,0.989030539777299,0.9784933402624367,0.9720589328116244,0.9853475464173246,0.9716574961348131,0.9833479945028641,0.976330074352304,0.9627184572830226,0.9610237678566663,0.9834345359248229,0.9738828139880359,0.9746451665009287,0.972691278752747,0.9757248601229493,0.9799012871655625,0.9706578284009886,0.949799083441577,0.9493549144534085,0.9678325883266942,0.9296129493748865,0.9629063059290798,0.9892417666441935,0.9867816507193157,0.9884216002542344,0.9896832400302584,0.9849079541311,0.9887340047806354,0.9898641562858961,0.9787339226557235,0.980623167068414,1.0000000000000002,0.9769883797408297,0.9711368464553967,0.9364931936436504,0.9838778822872722,0.9826519818224445,0.9900950407892591,0.9744049956354666,0.9803014707064558,0.9865086948509068,0.9815155734088893,0.9683952888749212,0.9777997937567203,0.9785562668429271,0.9824758203457499,0.9761951831468462,0.9881485345995185,0.9872540041304312,0.965279284406026,0.9466919551810219,0.9819920562054093,0.9660101190297699,0.9823554925544717,0.9850985674138263,0.9526083427932326,0.9741788577225949,0.9635385498726633,0.9772022654864588,0.9822422231847122,0.9858351812951759,0.9769839657963661,0.9852266650764002,0.972679479180259,0.9658433807538289,0.9712888143011259,0.969661881232007,0.9773339118843309,0.9710015692020977,0.9794405205024459,0.9875188895347018,0.9602059209701294,0.9706893043229273,0.9917648110268241,0.9925196575989302,0.9706239386146388,0.9734837054428446,0.9623577731091911,0.9442473649106938,0.980086087594635,0.985499762793028,0.9838831378520845,0.987144141146098,0.9847215540900061,0.979266598679909,0.9716407358405769,0.9517170889161932,0.9761032598332489,0.9894661308758208,0.9862073379176725,0.982888829321606,0.9805212969698536,0.966484684475787,0.9637139471989022,0.9808417483644919,0.9820097934896053,0.9389860314394642,0.9693927627321858,0.9804532017136419,0.9815878175936965,0.9906309775944184,0.996332187741313,0.979995515232843,0.9701209965503347,0.9767461290027871
Timilai Ma Ke Bhanu,0.9589678663045211,0.9557393348389287,0.9809985923026803,0.9561828516219857,0.9464820717174651,0.9611368561864029,0.9743200958483877,0.9563228960309655,0.9588721610644695,0.9694489245311495,0.9740257148617529,0.9655388544370967,0.9730010089079321,0.9621727179449102,0.9581226154596283,0.9714492630750516,0.9502352828166792,0.9493070124776777,0.9528122301774122,0.9719504869111614,0.9305795452465189,0.9284659718089922,0.983863273817426,0.9822194901539579,0.9890345106133734,0.979786588348156,0.9839463687238781,0.9863087491410922,0.9854568426251925,0.9812132533259171,0.9727412212401798,0.9769883797408297,1.0000000000000002,0.9362529063157843,0.9208408588494518,0.9647528485371992,0.9396509182549699,0.9699094050111843,0.9582944807572805,0.9421979440797141,0.9832388823368131,0.9712516597908779,0.9720728836383273,0.9847465957622515,0.985009503057136,0.9833500037240998,0.979072903233993,0.9693745902223306,0.9794904253781324,0.987859657520603,0.9777660522121209,0.9747787175223893,0.9725497067332977,0.9446351665964035,0.9859038673349654,0.9842471028461777,0.9844239458753854,0.981238288641424,0.9804031121815365,0.9824938505460894,0.9775423126849486,0.9849587217779696,0.981316273543849,0.9793328483487982,0.9563190641712556,0.9746703605304442,0.9779077113853586,0.9773805071059211,0.964335360338365,0.9677870130566445,0.96729877001081,0.9703202389203363,0.9767648056241843,0.9695187172555563,0.9767350092119528,0.9632960288728915,0.9744020075625983,0.9765220093397008,0.9412104217505527,0.9696848055142112,0.9837136547359574,0.9802011593508785,0.9712926748084124,0.9611336408678088,0.9759182544475049,0.9507788540599603,0.9783852647871423,0.9836484439466071,0.9804060462653033,0.967654459030586,0.9720718239870711,0.9816125366495092,0.9751290538482386,0.9405406451399178,0.9607784868314377,0.97104396391422,0.9264392682223224,0.9445175638653779,0.9626707701077242,0.9802798544752753,0.9820022861859873,0.9726372079211569,0.9818338266654001,0.9799972853606637,0.9489507798530495
Baneko Chha Paharale,0.9629233409750994,0.9535656373170939,0.931188023088822,0.9244879866787113,0.947704695260178,0.9311664623830805,0.9455254622738302,0.9545345971309076,0.897628630650141,0.9077547884524049,0.9474068567019671,0.9312829210467393,0.923258697281786,0.9380143039910558,0.9298410289109375,0.9437417244204873,0.9310192145042981,0.907052103309238,0.8929067657902562,0.9202833802424564,0.8591528054435131,0.9460977831401621,0.9460649932138009,0.9501034853340103,0.9562743336832011,0.9403339656725666,0.947860716843048,0.9475368353697385,0.9504710485375469,0.9466381560086424,0.975440376083826,0.9711368464553967,0.9362529063157843,1.0000000000000007,0.8886504033199313,0.9737429412363704,0.9881570199729954,0.9731021025905562,0.9562933161974171,0.9530429792855795,0.9508715180043025,0.9516667301219689,0.9306518939101582,0.9573658719921588,0.9570284729914987,0.950600038522219,0.9317584416914416,0.9573568549951225,0.9526122287820102,0.9173761432179668,0.9171044296139816,0.9670176706953926,0.9118384052645129,0.983394235660072,0.9508489100018744,0.9255471086208731,0.939695182318809,0.9258133052074112,0.931038141096731,0.9430248353673404,0.9511578746060457,0.928057789455938,0.9448955590410124,0.9317165756356074,0.9516749535761896,0.9492811141430083,0.9471061259461893,0.9595492633778047,0.9546470596191113,0.9230647288148827,0.9424292203558937,0.8937109409544453,0.9135130310246036,0.9687845740535669,0.9634572731335862,0.9282324739902695,0.9282766909970617,0.9045373372857538,0.8698927421381417,0.9414083581626189,0.9469374399599938,0.9336153627633682,0.979407182860147,0.9894271810069643,0.9390696517256051,0.9530997778444238,0.9204113241258467,0.935831621204195,0.9456975840082086,0.9538786865258583,0.9413351246742091,0.9399390172384062,0.9010396906177738,0.9111735349958204,0.9416653809888276,0.9377804517621111,0.8584334561546647,0.9189888366197302,0.9405112461490783,0.9647769656405852,0.9569853756560757,0.9737457019424076,0.9618951768430016,0.9068592098979124,0.9295191394522815
Bhok Lagyo,0.958998052512153,0.9634681723605365,0.9363545697759681,0.9783773014738079,0.9488181280358498,0.963800417786533,0.9486121933266645,0.9361093529043164,0.9757148069531448,0.9633187811295176,0.9741035026804331,0.9792147041325701,0.9527296884209554,0.9476465297684299,0.9558920140494993,0.9667666312421418,0.9736396395673339,0.9693177649362926,0.9434958225686496,0.9408776312444974,0.9565266523003599,0.9614037871474828,0.9251419660460053,0.9474503010487011,0.927011893891996,0.9243156040442737,0.9075035597185991,0.9190118676765618,0.9111236665631333,0.9494256347619118,0.911247528974698,0.9364931936436504,0.9208408588494518,0.8886504033199313,0.9999999999999998,0.9543231680590394,0.9324753302312122,0.9600997365939086,0.9770342699280389,0.9513369141346211,0.9549719954062406,0.9592278221497006,0.9639065903252035,0.9459152711294508,0.9322304817775146,0.9451971546640294,0.9416819415754407,0.9653550005377682,0.9490528286484226,0.951188313140055,0.88174351031274,0.9600969177590359,0.966472999360313,0.9329368997851359,0.9527005471145571,0.8995007497835734,0.9685130402729246,0.9602544361342682,0.9024178111280561,0.9429600632201405,0.9289424459326551,0.8983318773189859,0.9187221003980004,0.9723646974923815,0.963410872640383,0.941825503852233,0.9310454277078591,0.937123210564594,0.9540194667274533,0.9517640439890981,0.9522576613291268,0.9268552496596469,0.9279630554712203,0.9447294854968918,0.943170517219942,0.9675917202297385,0.9573503181473111,0.9426331541873384,0.9253221375153221,0.9381705863795567,0.9411317144713107,0.9505301327800724,0.9316999208619434,0.9316008417954237,0.9469512457360889,0.9352181606016671,0.875314262800594,0.9368241641616146,0.946700403509153,0.9515904796976273,0.9384354298165932,0.942011075955422,0.9242688043191458,0.9615831361458532,0.9404664137254269,0.9395851771394438,0.9397821786110968,0.9689344922681287,0.9559900877551826,0.9370610453537926,0.9271386017069223,0.9300227180660489,0.8834108761919576,0.9625579736767707,0.9523348523004209
Ma Kasari Bhanu,0.9817614687022745,0.9793573785417365,0.9581956038720969,0.9628091998071802,0.9666738634356046,0.9598904307241471,0.9683263205642918,0.9665050462090063,0.9514819036667678,0.952023859081545,0.9830391142778674,0.9749276212667303,0.9585042236498651,0.9599660761021269,0.9611102084814,0.9783738255123755,0.969285918899447,0.9499807062042386,0.9337746164464694,0.9517004466479716,0.9143184063474451,0.9856937232370173,0.9661922739383458,0.9839284903255162,0.971681194818376,0.9612340722180931,0.9637159241697056,0.9659056893999568,0.9621324866927813,0.9726858825502362,0.9703391695778838,0.9838778822872722,0.9647528485371992,0.9737429412363704,0.9543231680590394,1.0,0.9869655756036839,0.9957533225476114,0.9882560772276417,0.9759470715394473,0.9732734262947449,0.9726658814267544,0.964874059201096,0.9829968621377223,0.9779049365494032,0.9799898934865172,0.9719751171344224,0.9827946951887688,0.98913937995268,0.9618218539210339,0.9350269587698893,0.989097469296121,0.9595600252989148,0.9929849831783875,0.9819203703056161,0.9430006294952415,0.9808933909023312,0.9701612573208328,0.9467146748106251,0.9725775923944345,0.9681479862517341,0.9486938944342236,0.9660707480011556,0.9765611433493862,0.9746250918018808,0.9693148519767513,0.9618591055513795,0.9728981866985662,0.974979939598579,0.9578655491911932,0.9670404058009445,0.9446455090475167,0.949665782564794,0.9820124184700453,0.977490517409785,0.9630696743995724,0.9576427800651723,0.9407515917300469,0.905075905967938,0.9572025600434475,0.9683992591628351,0.9657382925924268,0.9794792305561244,0.9881039622215451,0.9763892460748393,0.9608224843624414,0.9353185237696707,0.9638537696456635,0.9691441113452232,0.9798536010466737,0.9612743008946981,0.9731302012817412,0.9462530216299485,0.953457403839493,0.965129136494466,0.9594943553143367,0.9107132184715875,0.957704862547631,0.9631893447337566,0.9813824852289468,0.9716319161949158,0.9782710970082042,0.9592971912597364,0.9621918938776411,0.9568109879649697
Mero Topi,0.9875851111334893,0.9835038404704309,0.9451992899094805,0.95797903592563,0.9753413939657098,0.9578499280818409,0.9659405859202416,0.976841751554216,0.9332147148371785,0.9362038000732605,0.9705179839838491,0.9624365788674015,0.9516081973966267,0.9637535402299287,0.962030471305251,0.964555816227594,0.9622387444561231,0.9328557970159027,0.9178765605235907,0.9350970048561185,0.9013491176643029,0.9787013991893031,0.9557868853503443,0.9640608499267025,0.9600439906639842,0.9575325365469489,0.9502632655182454,0.957975374543146,0.9560236876981298,0.96400333258728,0.9699634117795993,0.9826519818224445,0.9396509182549699,0.9881570199729954,0.9324753302312122,0.9869655756036839,1.0000000000000004,0.9887285300194698,0.9723015877207866,0.9846142029415329,0.9656123944168784,0.9627101597207954,0.9487785345878497,0.9603032983824218,0.9598772506400002,0.9628484934782742,0.9457169771190076,0.9806458199850495,0.971367870825725,0.9296703969338942,0.9023765684279852,0.9755464641173797,0.9372345790126213,0.9936802834569154,0.9602291005844793,0.9141884649260449,0.9534226825419926,0.9366252964764709,0.94457916459214,0.9633441348647914,0.9683672601744433,0.9394183489355441,0.9545826997403224,0.9527583025557581,0.9633561983321591,0.9539066178510484,0.9471705135412826,0.961176949961606,0.9636872496091178,0.9528278096134624,0.966142160079622,0.9228577495029888,0.9400951995624893,0.9865596723715572,0.9793714226109846,0.9563342417228194,0.9447790613122716,0.9211950112502465,0.9052910754056834,0.9587443750387963,0.955658081062533,0.9529752864795172,0.9847192206938894,0.9893098117107085,0.9629276310757098,0.9751104326967059,0.912226182344735,0.9483113122561493,0.9653219369836603,0.9798249809498962,0.9618362561389012,0.9602179749631791,0.9266285045310315,0.9556733733221655,0.9707996939615774,0.9583376202292417,0.9079407063701594,0.9595430069527171,0.9651705891868967,0.9656242574131344,0.9691668630474843,0.9846353699992937,0.9537255766950277,0.9344659957085293,0.9642142912550128
Nepali Nepalko,0.9900234883781273,0.9877312609497481,0.9625114082719812,0.9731218645828631,0.9751775650381155,0.9688317879553832,0.9755329266839096,0.9752470932115588,0.9601216774536168,0.9625361655618964,0.9883194583753929,0.9807734595390343,0.9693625017891667,0.9723649399600269,0.9716525000670841,0.9843806490337341,0.9749358587865783,0.9564830732259817,0.9449416234264106,0.960718414067661,0.9293197246254464,0.9852858752525183,0.9721176014031961,0.9850115668659807,0.9763954697660059,0.9699573430570857,0.9663188579818115,0.9731035764413114,0.9696627565820981,0.9798244163857647,0.9714376345046158,0.9900950407892591,0.9699094050111843,0.9731021025905562,0.9600997365939086,0.9957533225476114,0.9887285300194698,1.0,0.9877460192001664,0.9810473870161031,0.9828151884487453,0.9783310172393052,0.970865677500473,0.9832455144598293,0.9810246746251172,0.9836746618122861,0.9746119046459496,0.9901354809433011,0.9927697308524983,0.9662776498269584,0.9385043850647066,0.990353924113689,0.9680312750480324,0.9909230931431519,0.9847809101239821,0.9468757161478147,0.9828786637050879,0.9716977500380451,0.9585555300249196,0.9810899301522278,0.9746194294218391,0.9598629074497133,0.9753213335984497,0.9810269519360041,0.9752534262156752,0.9709384386348509,0.9655014537204786,0.9756279514393454,0.9759104882664802,0.9701858579312271,0.9756990210272883,0.9537502072771237,0.9616213045141323,0.9871550082011453,0.9846076231406091,0.9708988896394469,0.965127186042236,0.9507073965584426,0.924624222106976,0.9663044555311129,0.9731259965079619,0.9722837550321123,0.984441039756535,0.9895481945589805,0.9817011139299509,0.9706363651094663,0.9415466775090152,0.9719937148777769,0.9783566960585787,0.9872078258145578,0.971731310394129,0.9796818615056281,0.9558308270585713,0.9659379202615795,0.974084964255722,0.9677302352743368,0.9258497085950226,0.9681318838160333,0.9735545572817877,0.9821003145082492,0.9788648935900205,0.9859342363097755,0.963262146206256,0.9695514449729997,0.9683971315854969
Chyangba Hai Chyangba,0.9789845502814218,0.9768418912465274,0.9619729268783629,0.9775923617510102,0.9636846135095767,0.9735528589369992,0.9700944989367104,0.9595936331980033,0.9691348299528384,0.9654407979790732,0.9899465625120291,0.9822861888026494,0.9612950436738625,0.9611150885111641,0.962220426906317,0.9844879167972299,0.9806938276196929,0.9742249360891612,0.9484733743714928,0.9621507817387582,0.9364849831188202,0.9699881107481391,0.9630906268088334,0.9787046808742651,0.9694811933644996,0.9535003740479157,0.955896507275209,0.9555460982672705,0.9552308603108818,0.9727942918849816,0.9676439039123353,0.9744049956354666,0.9582944807572805,0.9562933161974171,0.9770342699280389,0.9882560772276417,0.9723015877207866,0.9877460192001664,0.9999999999999999,0.9647473660718277,0.9793136993843592,0.9842744880834489,0.9815520877216651,0.9855718966705511,0.9751041088813099,0.9772762718631091,0.965557503797678,0.9825593508519024,0.9758741581615884,0.9715828273333434,0.9374516238124082,0.9934549415410555,0.973368150755543,0.9759023154558167,0.9836553776709727,0.948687532702861,0.989196790234346,0.9838042812941866,0.934585136780762,0.9661420413069505,0.9592015089037174,0.9339749153611774,0.9561137694289734,0.986455666262698,0.991980434243136,0.9811998892887287,0.972868294257507,0.9803442169246714,0.9879566375834075,0.961322105806002,0.9695912572082447,0.9377615974646255,0.9414746432048937,0.9732149838486654,0.9707772609598667,0.9735976595092062,0.9746929344484221,0.9579303041783922,0.9201519657481686,0.964140333363985,0.9761539680465278,0.972493474121357,0.9753403116031424,0.9835593724926577,0.9669222021973424,0.956840438879944,0.9276941421894943,0.9662153729960906,0.9693070969849612,0.9696520696304162,0.9588064185786468,0.9642569123966518,0.9379082127460897,0.9522044334655586,0.9553429093842121,0.9629059327012419,0.9209190273970573,0.9633128821915371,0.9703800806826489,0.9816564868834646,0.962658185767451,0.9697242831109318,0.9461553439274829,0.9687887998866236,0.9595673520708844
