,Chhudaina Timro Mayale,Chudaina,Gurans Fulyo,Pahilo Junima,Parelima,Yo Mann Ta Mero Nepali Ho,Hindda Hinddai,Timi Bhayera,Abhimaan,Bachau,Khaseka Tara,Timi Bhane,Resham,Ghin Ghin Madal(Panche Baja),Ma Yesto Geet Gaunchhu-Duet,Harek Saas Sita,Khaali,Khula Aakash,Muskuraye,Sa Re Ga Ma Pa,Sabai Thikai Huncha,Tana Mann Bachanle,Aashish,Asaar,Deorali Darah,Junkeri,Neela Akash,Ram Sailee-Ode To My Father,WildFire(Dadhelo),Man Magan,Wora Para,Gajalu Ti Thula Thula,Timilai Ma Ke Bhanu,Baneko Chha Paharale,Bhok Lagyo,Ma Kasari Bhanu,Mero Topi,Nepali Nepalko,Chyangba Hai Chyangba,Ma Bhakta Hu Yo Desh,Kaha Hola Ghar,Dekhe Pachhi,Harsha Ko Geet,Aankhama,Raat Bityo,Sanjha Pakha,Timile Herda,Yaad Sanchi Samjhana,Yo Samjhine Maan Chha,Aanshu Ra Suskera Ka,Dharti Ko Chhati,Ghamma Pani Maya,Him Shrinkhalama,Nepali Hami,Sunsan Prakirti Ko,Timile Diyeka,Timile Jatinai Maya,Yo Chhoto Jeevan Ma,Hamro Nepalma,Hitaiko Maya,Kholai Khola,Saajha Ma Aunu (Maya ko Chino),Yesto Pani Hundo Raichha,Lekhideu Timro Nam,Aagya - Official,Bhumari,Daagbatti,Hey Bhagwan,Soch,Sagarsari Chokho Maya,Timilai Dekhera,Bigrau Jasto Lagchha,Bistarai,Pani Paryo,Timra Dui Aankhama,Akorinchhu,Daya Baya,Kahan Dekhi Kahan Samma,Malai Angali Deu,Paisa,Samarpan,Samjhanchu,Bujhideu,Chaar Dewar,Hera Na,Thamana Haat,Maya Meri Maya,Suna Suna Sundari (From Nango Gaun),Aansu Ko Artha,Fewa Talma Saili,Fulai Fula Dinchhau ki - Remake Version,Mangali,Nabheti Nabheti,Pilayo Sathile,Dashain Tihar,Kasham Ho Kasham,Pheri Tyo Din,Runna Bhanthe,Timi Royeko Pal,Chumera Sugandhi Phool,Je Chhau Timi,Kasari Bhanu,Timro Aankha,Bhanchhan Lognemanchhe,Jaba Sandhya Hunchha
Sunsan Prakirti Ko,0.9755157753205148,0.9731525610884301,0.9815317401208242,0.9714147183692305,0.961037051371408,0.9713860626197688,0.9780242134818935,0.9617940702644487,0.9746064267487803,0.9724410400540184,0.988390698238961,0.9802546249274522,0.9733037197128582,0.9651252581361319,0.9689460912125969,0.9886090378688619,0.9775855560680473,0.9720413092491046,0.9684825255501928,0.9846780579109857,0.9462358716742831,0.9506669828957849,0.9859696915031593,0.9927057744867023,0.9888858096413254,0.9759045512193225,0.9828552817746201,0.9808823824902064,0.9794885236250557,0.9793885378722755,0.976851435395067,0.9850985674138263,0.9859038673349654,0.9508489100018744,0.9527005471145571,0.9819203703056161,0.9602291005844793,0.9847809101239821,0.9836553776709727,0.9565553843420076,0.9845344740272577,0.9803550504627285,0.9854570915159491,0.9918610621732459,0.9893525435164984,0.9879189763097013,0.9905066591540245,0.9823549933079104,0.9825574875971738,0.9925194902926003,0.9739323442496443,0.9925410444456483,0.9872853485446951,0.9664331772529248,1.0000000000000002,0.9811223746710325,0.9942162375632337,0.9905380097094383,0.9671579730054606,0.9787036651880342,0.9713019667908797,0.9690321779164587,0.9852912362394826,0.9889202731297375,0.9801048373637804,0.9880392926020892,0.9855825749103199,0.9879494122004951,0.9846977637446637,0.97565261430793,0.9803206724734039,0.9631065511869858,0.9639708100418217,0.9740254951124732,0.979131261391067,0.9756954661098015,0.9825013157255074,0.9778920211741535,0.9402649997325805,0.9751806279104381,0.9903887992672954,0.9882104633177472,0.9780936859473567,0.9766053612652902,0.9828619552750344,0.9543329675455171,0.9706327246682044,0.9843298561476999,0.9841862952473804,0.9734865018499641,0.9764101106935177,0.9827554962525863,0.9723774674784079,0.9515880159243171,0.9611592407291816,0.9763679892231512,0.9334100584223181,0.9572278741016134,0.9756425739344317,0.9946663429419728,0.9805603033709632,0.9763982097915139,0.9729662063168744,0.9836548685273326,0.957185142487034
Timile Diyeka,0.929779722543776,0.9235778964842324,0.9654968090292471,0.9326480047744438,0.9098185448120271,0.9418926225992774,0.952961807562069,0.9322724052219173,0.9424911974381444,0.9560650026555543,0.9589878533244153,0.9470428050858571,0.9501920466884521,0.9411407682508496,0.9355102465874879,0.963979929198692,0.9405536151773234,0.9531787657768196,0.9573344031888558,0.9769875772073078,0.9222522480555869,0.8865318596683579,0.9711478006144002,0.9703435002709774,0.9810452288566434,0.9528666493006545,0.9745310388550256,0.9672551045488247,0.9677221815578773,0.9639793189021786,0.9712803754610673,0.9526083427932326,0.9842471028461777,0.9255471086208731,0.8995007497835734,0.9430006294952415,0.9141884649260449,0.9468757161478147,0.948687532702861,0.8996976508717154,0.9673758472664715,0.9541473514608286,0.9713475997185353,0.9823862892240878,0.9833126911505887,0.97246585917672,0.9707521133878497,0.9465528632825977,0.9477783114644266,0.9868193623714299,0.995027207680868,0.9689473893482871,0.9683668037455821,0.919987550000134,0.9811223746710325,0.9999999999999998,0.9771718319737368,0.9807635978643867,0.9579002849438183,0.9592578829632067,0.949677147531866,0.9615546730924758,0.970307540408735,0.9675957679292052,0.9588107648911902,0.9810130748315206,0.9869596886696163,0.9818333256283401,0.9691421165064903,0.9476009327748354,0.948351531887944,0.9459039699615693,0.9463173907324621,0.9388144085619087,0.9505582175309327,0.9484293838302338,0.9681789152729824,0.9741158551711006,0.9209322164239663,0.9568384016322672,0.9777876648467984,0.9683174142123274,0.959281883683513,0.9508689676168512,0.9563526542876831,0.9235101528057125,0.988898663177851,0.9779824389437699,0.9604227329089283,0.937953428450713,0.9551475742857718,0.9638557361768855,0.9566345910095412,0.9040309484932946,0.9243755825664582,0.9553874583697001,0.8938378607906947,0.9107815595012825,0.9468977009891171,0.9844573315385632,0.9632450338130525,0.9485611541094954,0.9752001024561769,0.9631040693843641,0.9157496890081073
Timile Jatinai Maya,0.9705638926231692,0.9690992230828,0.9775864157743293,0.9769697187630386,0.9546535164164872,0.9759560450172021,0.976880567106868,0.9607864861649404,0.9790715862728941,0.9816442810006146,0.9918861314745127,0.9865534363263101,0.9759494047524552,0.9683740840787843,0.9682604616326074,0.9889342972131202,0.978118216211071,0.9799276083589473,0.9672968223148107,0.9796773566534087,0.9532706337827578,0.9540933749264457,0.9756002781452084,0.9872937992174109,0.9824381340946035,0.9664402955457324,0.9706360420844998,0.9719345414030865,0.9687383004429958,0.984491540426122,0.9710623355857557,0.9741788577225949,0.9844239458753854,0.939695182318809,0.9685130402729246,0.9808933909023312,0.9534226825419926,0.9828786637050879,0.989196790234346,0.9537076936865866,0.9869812267077501,0.9830121316640559,0.9904089340072781,0.9934780605521368,0.986972711264896,0.9870579881308614,0.9824073199981513,0.9815789145769277,0.9807423289063033,0.9946233595434422,0.9662723378566095,0.9927834956883996,0.9891152416793202,0.9584042778571393,0.9942162375632337,0.9771718319737368,0.9999999999999999,0.9973696984667728,0.9582716659588301,0.9795821090611636,0.9688042926064134,0.9596650428140118,0.9718481152411119,0.9963162307390546,0.9855801571127132,0.9876821577348864,0.984358199282963,0.9860238438439933,0.986591681131931,0.9720951043390152,0.973615058516928,0.9624928965938574,0.9643230307028545,0.9712318124146924,0.975029724051525,0.9801321426093972,0.9850787566601038,0.9797740458397635,0.9400371813383275,0.9718505701522017,0.9857663394177292,0.9841678637922738,0.9742900268217599,0.9721285252299174,0.9793901388459488,0.9559696281916618,0.9601043635567417,0.9832921342711214,0.9794355994541015,0.9724050125007597,0.9708552911622362,0.9804626460726352,0.9655607971464285,0.9550090367759249,0.9598873612011531,0.9720572316057058,0.9347067250536477,0.9617813499986271,0.9738465674872995,0.9887026895711764,0.9735513282731116,0.9685344558250569,0.961295203993391,0.9873220852746638,0.957502488685047
Yo Chhoto Jeevan Ma,0.956261791445369,0.9543606087261279,0.9690202008737584,0.9663481567875307,0.936981219484592,0.9660929437993542,0.9650242346437395,0.9460988675098596,0.9724563085023598,0.9776070920595001,0.9858516578784565,0.977447798072637,0.9671004328879058,0.9578912272693205,0.9569582223911512,0.9832273606117714,0.9708676535104199,0.9796729406904451,0.9645046015401544,0.9775844077891032,0.9479212369837188,0.9364860605588374,0.9692368551031061,0.9816870789515856,0.9774466840563092,0.9555078535612246,0.9649612970656992,0.9634858377477207,0.9616387069366904,0.9780294566114563,0.9646961504271365,0.9635385498726633,0.981238288641424,0.9258133052074112,0.9602544361342682,0.9701612573208328,0.9366252964764709,0.9716977500380451,0.9838042812941866,0.9334751381675276,0.9801702037943759,0.976974097561679,0.987796662651046,0.9907803593831033,0.9848923239183958,0.9813692838782082,0.9752161225090078,0.9684458070926667,0.972285227911824,0.9946414984604851,0.9712168082832541,0.9878441412198592,0.9876664547219505,0.9437330993258514,0.9905380097094383,0.9807635978643867,0.9973696984667728,1.0000000000000002,0.9480930270352931,0.9718380271232875,0.9569622064334274,0.9511772758723236,0.9656787514308248,0.9948793401156194,0.9817551105151767,0.9868482719507421,0.9828579209215963,0.9831282320772186,0.9836119005429319,0.9637282470789766,0.9619804408707762,0.9568771512965495,0.9556022196682185,0.9561570439392524,0.9609739997029737,0.9698328770039153,0.9805030963174411,0.978080849850108,0.9312157554695734,0.9645064628233386,0.9819333628946655,0.9786186017695441,0.9639602614114325,0.9648592983178127,0.970085382879075,0.9405795989246414,0.9605492385484581,0.9813246542092193,0.9697890169376302,0.9582306886954345,0.9599103957819127,0.9720300799614254,0.9586401504321302,0.940361211620183,0.944106245957228,0.964299602183907,0.9214765461624899,0.9473857116229247,0.9650745978914476,0.9858678320190469,0.9642329583869232,0.9573937237940964,0.9569575824875239,0.9840493470923618,0.9444471744431274
Hamro Nepalma,0.9686881211502052,0.9671946664155112,0.9807182426435672,0.9620139541882236,0.9604506157443913,0.9693088672167001,0.9854489159077653,0.9798488661974825,0.9595420588024502,0.9716821360819903,0.9686593819742507,0.967080521163549,0.9852167726899215,0.9813412074035585,0.9791010685442902,0.9694954234475947,0.958139012280702,0.9454485168412889,0.963805421376228,0.9745939589800611,0.9484374143653823,0.9186445396077688,0.988055547475956,0.9738813748777174,0.9860580084736247,0.9931427180187751,0.9840261921007989,0.9940874775198645,0.9905486994897197,0.9822059817291102,0.971264380379989,0.9772022654864588,0.9804031121815365,0.931038141096731,0.9024178111280561,0.9467146748106251,0.94457916459214,0.9585555300249196,0.934585136780762,0.9568413618571366,0.9818925089230246,0.9520015130498672,0.9667176733783028,0.9621000188683402,0.9721407623905453,0.9777148702235248,0.9676514933058779,0.9753088631908691,0.9643101868316014,0.9654086599153103,0.9497267434435875,0.9548620227137712,0.9659621327793358,0.9377230973406496,0.9671579730054606,0.9579002849438183,0.9582716659588301,0.9480930270352931,0.9999999999999997,0.98831405681747,0.9922284329435745,0.9967946822524366,0.9848110357642232,0.9600369773438564,0.9430775312691663,0.9631742387355938,0.9692606575423001,0.9692377429640857,0.9556597936917554,0.9851803894671286,0.9819147119245405,0.9800709395598289,0.9916462536280528,0.9779645799289552,0.9851173896363753,0.9725005962240495,0.9711904295102144,0.9748998859692668,0.9727930148431253,0.9843407904880861,0.9790899257507292,0.9834689146177837,0.9771019396563351,0.9490088174173661,0.9819159947781536,0.9726196874953112,0.9707591880170529,0.9833062797423584,0.9901718619512925,0.9813742413909631,0.9911154787402754,0.9882166514131616,0.9869125321780379,0.9642443775034187,0.9827074288202023,0.9874139678279643,0.9594732709416002,0.9635597070860745,0.9769346719399282,0.9659679641110164,0.993211648001511,0.9818929376380197,0.9823147024248762,0.9720944189428059,0.9733325561791092
Hitaiko Maya,0.9812715260852489,0.980828571722364,0.9739018516480754,0.9779186363102158,0.963804635729399,0.9790502176114182,0.9880890141278933,0.9868265968263616,0.9707283462537784,0.9871623210921018,0.9900469369383991,0.9871973258465168,0.9903641329837986,0.9922303872421072,0.9878756773726789,0.9889511555121756,0.978823335854143,0.969855082362671,0.9716641908783458,0.9796658444172544,0.9610275815792619,0.9549472437753003,0.9853589831174412,0.9875309507466603,0.9874906816034968,0.9865239922194359,0.9786217920240372,0.990804636676082,0.9847768625320492,0.9949875720752204,0.9729884728510235,0.9822422231847122,0.9824938505460894,0.9430248353673404,0.9429600632201405,0.9725775923944345,0.9633441348647914,0.9810899301522278,0.9661420413069505,0.9687164124449058,0.9923310984165943,0.9671912088615872,0.9824853438227406,0.9802040296631238,0.9874160028065092,0.9921361845225071,0.9751181601427729,0.9886842144552173,0.9853518927765821,0.976639874210521,0.9506153602670777,0.9757088227828937,0.9811868357075706,0.960943391515502,0.9787036651880342,0.9592578829632067,0.9795821090611636,0.9718380271232875,0.98831405681747,1.0,0.9931979784242508,0.9875971755742147,0.9860930289981449,0.9843643881951781,0.9671460335503229,0.9760902599093048,0.9764078970257436,0.9806849749022074,0.9750266239120666,0.9904691578891244,0.9827055411661576,0.9880506789949147,0.9944766781293614,0.9852403439426762,0.9867290221214222,0.9822160258444882,0.9768947862843265,0.9753645490546848,0.9645974333684869,0.9841866187402092,0.9812018908484722,0.9859804626561207,0.9852157607205371,0.9698801210388713,0.9942950316366237,0.9795710932589679,0.9654125854193281,0.9935929068854015,0.990346013692568,0.992951010165918,0.9894606998336655,0.9971234427887308,0.9856507879560874,0.9791049453257662,0.9860626366494937,0.9878114302763351,0.9565970357062394,0.9770008838165899,0.9846671778574159,0.9784232676695835,0.9941469425287895,0.9867125302699379,0.9783315166171653,0.9867974321309886,0.9820565862829008
Kholai Khola,0.9850880746612711,0.9837297019967027,0.9836589363609821,0.9782911728629295,0.9767002943285407,0.9835781686534263,0.9944811375308765,0.990744325993771,0.967485985711799,0.978391017450752,0.9829673114010485,0.9812411957149557,0.9891167385200677,0.9899125315159981,0.9874126075817574,0.9787758804243695,0.9726641300881572,0.9580000666764465,0.9607731966587848,0.9710568456660319,0.9510994746438621,0.9473943577907826,0.987718817497457,0.9801231124816012,0.9880294725298767,0.9939497370032724,0.9818470339052905,0.9927641006698037,0.9898662708968408,0.9904748538860624,0.9799495399573458,0.9858351812951759,0.9775423126849486,0.9511578746060457,0.9289424459326551,0.9681479862517341,0.9683672601744433,0.9746194294218391,0.9592015089037174,0.9778902477806911,0.9904835593277724,0.9705052463993806,0.9754437241629585,0.9711904490792344,0.9758269067884477,0.9834388537035316,0.9660730180938408,0.9888286476544254,0.9752684054566394,0.9650324146783446,0.9378263830184796,0.9697302824163349,0.9683382757384522,0.9605182687546254,0.9713019667908797,0.949677147531866,0.9688042926064134,0.9569622064334274,0.9922284329435745,0.9931979784242508,1.0000000000000002,0.986737468272909,0.9783121689578876,0.9716907656992133,0.9627910972578473,0.9714404518488118,0.9731726266753077,0.977114244222241,0.9701943038892095,0.9875195633611794,0.9885366862375098,0.975939632393333,0.9903198445471886,0.9937304691306679,0.9948796390347999,0.9828150644398688,0.9790173315927508,0.9728769270718197,0.9688970134930088,0.9906608309854718,0.983596752865459,0.9867205474494006,0.9894623693070671,0.9684053635624085,0.9851778261414752,0.9871487246399876,0.9540854919241247,0.9833825811856571,0.994000755486452,0.9919678996619287,0.9926840974923435,0.9893075045567021,0.9771196735298414,0.9764494118252529,0.9926880358651224,0.9927752092513725,0.9612511484953552,0.9801678477185142,0.9867228949058637,0.9717266714392176,0.9962411594215371,0.9924223695813756,0.9804255032325222,0.9745074486268815,0.9873729110633485
Saajha Ma Aunu (Maya ko Chino),0.9629594732497149,0.9612816072190513,0.9750661281240053,0.9535090251966366,0.9523897546203673,0.9586387939950817,0.9788434461287834,0.9701695438457074,0.9531935088603924,0.9651648865590178,0.965466905259326,0.9612440221279138,0.9777069616359902,0.9719589827657714,0.9689885403241411,0.9686703587295304,0.9504297295348857,0.937598924543482,0.958064778267948,0.9724875481283631,0.9371052214572381,0.9195953900611784,0.9892113843291737,0.9780673632310081,0.9865893176232065,0.990877580417554,0.9876808381832103,0.9943398043798899,0.9916806755524546,0.9773884483311732,0.9663455928810962,0.9769839657963661,0.9849587217779696,0.928057789455938,0.8983318773189859,0.9486938944342236,0.9394183489355441,0.9598629074497133,0.9339749153611774,0.9490535477906126,0.9793471114076542,0.9471676014487981,0.962107961128493,0.9671012236458935,0.9766579432002175,0.9821839040978236,0.9734856218811372,0.9711033925466749,0.9714300742913136,0.9672019890526875,0.9599893680857126,0.9529864517111681,0.9628130606824749,0.9404747869834797,0.9690321779164587,0.9615546730924758,0.9596650428140118,0.9511772758723236,0.9967946822524366,0.9875971755742147,0.986737468272909,1.0000000000000002,0.9901498353731971,0.9588033960133404,0.9384932139431013,0.9611879171762149,0.9678890334377701,0.9685530099149655,0.951847227560839,0.9801059825221361,0.9749124821588412,0.98447587017655,0.9891008571443629,0.971284255492101,0.9787542633755988,0.9633353636202499,0.9641325710753327,0.9707135614096332,0.9606069173396163,0.9738489075054649,0.9769648669958593,0.9798940625238297,0.971263070113277,0.9481067001810465,0.9827799580557023,0.9593270322290764,0.9778395282029453,0.9840598038297166,0.9846447069619743,0.9775258859634001,0.982959469093592,0.9882478249572708,0.9887697826746198,0.9539372082590397,0.9740755220210181,0.9785951485340353,0.9475865230822846,0.9525734664078341,0.9656809056521989,0.9669587683791833,0.9906788844460274,0.9780421007261709,0.9844209360107711,0.9749465798874096,0.9634512532726323
Yesto Pani Hundo Raichha,0.9714157274114241,0.9691492962672557,0.9701353487139667,0.9577156657658775,0.9544672748738939,0.9576782836602061,0.9756648408255895,0.966746785122591,0.957873882950266,0.9648956756575289,0.9765425541729273,0.968318856584457,0.971465548217289,0.9690906755417229,0.9701690832310965,0.9840408727889375,0.9666330746824714,0.9536573580865463,0.9693535083741411,0.9846255247535539,0.9412457072303698,0.9370891008052198,0.9929359402781739,0.9918299052464963,0.9906788070210675,0.9857687041080984,0.9911053030386794,0.9927110540084474,0.9901814811618865,0.9750099166432725,0.970639287519772,0.9852266650764002,0.981316273543849,0.9448955590410124,0.9187221003980004,0.9660707480011556,0.9545826997403224,0.9753213335984497,0.9561137694289734,0.9506854537821836,0.9810171092256397,0.9560453030471865,0.9711109946431131,0.9801237295816305,0.9889918862710936,0.9908208551346371,0.9886677294984335,0.9779154024977893,0.9807748981205662,0.9757211410131112,0.972475724175356,0.9698065206628914,0.9742700073620425,0.9616393246125444,0.9852912362394826,0.970307540408735,0.9718481152411119,0.9656787514308248,0.9848110357642232,0.9860930289981449,0.9783121689578876,0.9901498353731971,1.0,0.9690042224305955,0.9558800590146705,0.9735889395182143,0.9773417182586155,0.9807653503756338,0.9681059349833026,0.9821301292084835,0.9788713522946545,0.9815778680722007,0.9780722568528281,0.970513258653883,0.9765058804425363,0.9645030463326582,0.9672091410352756,0.9700274410178134,0.9484044623190556,0.9718860377918798,0.9821680807016265,0.9832814005712363,0.9759967835568436,0.9658945525846124,0.9889120126278673,0.9525104189070613,0.9831150450650796,0.9895605747350731,0.9834126763808577,0.978255638636664,0.9814629822213609,0.9904239387320598,0.9874807146804168,0.9525087784467213,0.9654272819629669,0.977271208484782,0.9360139519929191,0.9514355695769904,0.9698546702302041,0.9846228701597286,0.9903300851110929,0.9810013378288053,0.9855527633719329,0.9798850199795128,0.9603213101314062
Lekhideu Timro Nam,0.9734345353712791,0.973283958015231,0.9731538623435307,0.9816563956402504,0.9561629875963646,0.9800571499230712,0.9767719748805369,0.966659983032584,0.9826856787898318,0.9893205222921352,0.995403017296671,0.990668785540585,0.9831691353414284,0.9776655546379033,0.9775162603460635,0.9899122630333252,0.9843513575812952,0.9864712331127387,0.9714148613090612,0.9793123794082135,0.9642705157222267,0.954918244412818,0.9723104255070618,0.9838142311611708,0.9785685845119153,0.9664169149263185,0.963806373413594,0.9706019057448652,0.9659008647805072,0.9896734148960898,0.966856282438179,0.972679479180259,0.9793328483487982,0.9317165756356074,0.9723646974923815,0.9765611433493862,0.9527583025557581,0.9810269519360041,0.986455666262698,0.95649282195346,0.987944918799799,0.9815622307232353,0.9916001727892138,0.9861679738269239,0.9836020525669122,0.9838138275444872,0.9735750455156197,0.9814493893293679,0.9800530538819552,0.9904801799881024,0.9536839769443021,0.9899735229102438,0.9931000304943162,0.9528666905293821,0.9889202731297375,0.9675957679292052,0.9963162307390546,0.9948793401156194,0.9600369773438564,0.9843643881951781,0.9716907656992133,0.9588033960133404,0.9690042224305955,0.9999999999999998,0.9833292700212253,0.9844740190663365,0.9785792744135196,0.9811875414077229,0.9847492259493928,0.9790497954439031,0.9748603478131785,0.9673562483291746,0.9720048474117974,0.9720677869931169,0.9743539193708833,0.9827842290795769,0.9848958693199024,0.9798521962027286,0.9501733651078671,0.9771577678109127,0.9828644868737643,0.984818351886267,0.9734501426680244,0.9699787004003219,0.9807871722489423,0.9633025377429185,0.9519065807456975,0.9856213430629268,0.9813237849278226,0.9763302279227023,0.9746198166999507,0.9822767801911947,0.9676501802471098,0.9680197663769388,0.9668395873133407,0.9777022019870663,0.9454903105267335,0.971121886136367,0.981593042660819,0.9831576759214926,0.9747046148990922,0.9705358814577671,0.9572778895167415,0.9891471484474644,0.968002343664478
Aagya - Official,0.9725525631456884,0.9694345824527759,0.9677167517305315,0.9774083416960424,0.9548289262515766,0.9811564928099592,0.9763899543484865,0.9686563646371259,0.9706527947737694,0.971152761640135,0.9876273041439761,0.9820061857377755,0.9672167190568808,0.9685674134632812,0.9655582773246386,0.9845971772557871,0.9840678813064502,0.9825217289933371,0.9591688800884206,0.9713151854646715,0.9463163518576839,0.945439503800615,0.9654307557770055,0.9735810200162895,0.9726578074502839,0.9530512377925028,0.9590062936707933,0.9560259314711893,0.9564629373394754,0.9777503917477003,0.9778906410783352,0.9658433807538289,0.9563190641712556,0.9516749535761896,0.963410872640383,0.9746250918018808,0.9633561983321591,0.9752534262156752,0.991980434243136,0.9556867021067652,0.9806485175313614,0.9743384634682505,0.9915605883488493,0.9859152210536356,0.9778667631263948,0.978138572484258,0.9589580318765333,0.9807067562974005,0.9593290851360857,0.9741265179157883,0.944790734983951,0.9917371721701035,0.977465402821015,0.9611306357891762,0.9801048373637804,0.9588107648911902,0.9855801571127132,0.9817551105151767,0.9430775312691663,0.9671460335503229,0.9627910972578473,0.9384932139431013,0.9558800590146705,0.9833292700212253,1.0000000000000004,0.993399357253261,0.9866002787096804,0.9900246469463766,0.9979581150067747,0.9643792106134155,0.9716288474726023,0.9372705327084557,0.9428347690836282,0.9695779512975531,0.9698799603044658,0.9819512184692845,0.9809935902989082,0.9685837773517935,0.9338366007802567,0.9750913765811399,0.9820724673494037,0.9776605877392597,0.9818787614991538,0.9793030538722427,0.9677484617129574,0.965324998908014,0.9405587315908811,0.9721130281915167,0.9731201391240123,0.9677273710396244,0.9653581142737933,0.9664635389000984,0.9403442557840029,0.94939392893431,0.9560821955646197,0.9710178731424797,0.9296162365531463,0.961040116554795,0.9747514800042191,0.9850368008379006,0.9649650318180162,0.9670346926938348,0.9517891916403207,0.965622725667894,0.9600640053578193
Bhumari,0.9672815813876389,0.9633120013170523,0.9776532546846253,0.9702732779881581,0.9477870489551663,0.9780258478016433,0.9802212158184721,0.9686799983898835,0.9691877093353951,0.9748779122824471,0.9858640652939842,0.9777647881581751,0.9723089727325176,0.9702611349664186,0.966420771767568,0.9861218662574427,0.9793085461957579,0.980648251183441,0.9689109465979955,0.9840872734347332,0.9477008648060333,0.9283740362257407,0.9805973167620424,0.9823889788397243,0.9866397675010607,0.9663853724663273,0.9777838035056422,0.9725509539260594,0.9737818574177999,0.9826358600323548,0.9862452398985224,0.9712888143011259,0.9746703605304442,0.9492811141430083,0.941825503852233,0.9693148519767513,0.9539066178510484,0.9709384386348509,0.9811998892887287,0.9454854619565934,0.9846494955014841,0.9713463789764069,0.9940115338968893,0.9918829677049283,0.9895539027912038,0.9864330470664276,0.9706520121600131,0.9778441206261241,0.9631635360148814,0.9859421174416271,0.9709605630843204,0.9900935562323105,0.9834147888277328,0.954201527653632,0.9880392926020892,0.9810130748315206,0.9876821577348864,0.9868482719507421,0.9631742387355938,0.9760902599093048,0.9714404518488118,0.9611879171762149,0.9735889395182143,0.9844740190663365,0.993399357253261,1.0000000000000004,0.9971242363544204,0.9975244453193207,0.9974540304657289,0.9711573204212273,0.9747487907590626,0.9538915948889474,0.9569993611826642,0.9686087070804074,0.972713882731959,0.9797816960878116,0.9848905504216673,0.9804249493254075,0.9432572073496558,0.9818770793063238,0.9916798485462219,0.9863869218430821,0.9848560223341568,0.977218041195992,0.9760794692548024,0.9621345691335143,0.9695870438173665,0.9856884442684213,0.9804452922988555,0.9678099799627173,0.9736277473122532,0.9770852194199652,0.9594149583481372,0.943725332931442,0.9568672409315397,0.9791537642768865,0.9310640059292041,0.9528850572518989,0.9756829564637232,0.9937079981392396,0.9769126690446518,0.9718685757808422,0.9733707716721609,0.9737724098297089,0.9569083318047781
Daagbatti,0.962005754847052,0.9572591131496232,0.9792273546455885,0.9659604674068322,0.9438665804615161,0.9738805226161087,0.9802893044437669,0.9659439229454785,0.9657970731734415,0.9749524521389158,0.9814168611950577,0.9738826529954526,0.9711056947451371,0.9695787003998435,0.9646401005539563,0.9851484125833804,0.9728872383905149,0.9770588671423722,0.9737358692902964,0.9883702241758131,0.9486842824126597,0.9170676715070788,0.9847507791045399,0.9826547906562036,0.9911048324841726,0.9703841259667491,0.9833814248998439,0.9783574582466015,0.9793499465988843,0.9811910044523937,0.9873622215367932,0.969661881232007,0.9779077113853586,0.9471061259461893,0.9310454277078591,0.9618591055513795,0.9471705135412826,0.9655014537204786,0.972868294257507,0.9377785050814373,0.9864315248184248,0.9694375304865267,0.991725081352128,0.9914792920017443,0.9905602503552767,0.98800298989104,0.9743142442493444,0.9754737767023385,0.9587070758152543,0.9859673479934447,0.9795679443470021,0.9829572780060485,0.9801035152814456,0.9476221731784104,0.9855825749103199,0.9869596886696163,0.984358199282963,0.9828579209215963,0.9692606575423001,0.9764078970257436,0.9731726266753077,0.9678890334377701,0.9773417182586155,0.9785792744135196,0.9866002787096804,0.9971242363544204,0.9999999999999998,0.9984809900751537,0.9931533719423482,0.971625230004883,0.9749389199416529,0.9584936462864434,0.9606241186707759,0.9663951353233883,0.9729694565073859,0.9775013359235682,0.9864755577711565,0.9849298775592226,0.9480912792573778,0.9813502967171672,0.992348187728286,0.9861918834299335,0.9838727286066573,0.9715086624117877,0.9742187711394528,0.9580425945130521,0.9789095500293161,0.9887834719168691,0.9803856786073224,0.9656450832662343,0.9762726892662626,0.9784036664379038,0.9642359158386993,0.9385349619007428,0.9544474052138925,0.979506892554651,0.9292132642737773,0.9487185872767542,0.9735862306290284,0.9927553243414569,0.9804504197094921,0.9715704042713548,0.9799019460402242,0.9742571266635238,0.9539454000162321
